ARABIC Calender,Date,USD rate,Location,type,Price(retail),MIN,MAX
14/6/1442,1/27/2021,84.75,নীলফামারী সদর,পেঁয়াজ - আমদানিকৃত,12.00-16.00,12,16
14/6/1442,1/27/2021,84.75,পঞ্চগ্রাম সদর,পেঁয়াজ - আমদানিকৃত,48.00-50.00,48,50
14/6/1442,1/27/2021,84.75,রাজশাহী সদর,পেঁয়াজ - আমদানিকৃত,20.00-25.00,20,25
14/6/1442,1/27/2021,84.75,রংপুর মিউনিসিপ্যালিটি মার্কেট,পেঁয়াজ - আমদানিকৃত,28.00-30.00,28,30
14/6/1442,1/27/2021,84.75,সিরাজগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,18.00-20.00,18,20
14/6/1442,1/27/2021,84.75,বরগুনা সদর,পেঁয়াজ - আমদানিকৃত,12.00-18.00,12,18
14/6/1442,1/27/2021,84.75,বরিশাল সদর,পেঁয়াজ - আমদানিকৃত,18.00-20.00,18,20
14/6/1442,1/27/2021,84.75,পটুয়াখালি সদর,পেঁয়াজ - আমদানিকৃত,16.00-20.00,16,20
14/6/1442,1/27/2021,84.75,পিরোজপুর সদর,পেঁয়াজ - আমদানিকৃত,24.00-25.00,24,25
14/6/1442,1/27/2021,84.75,বান্দরবান সদর,পেঁয়াজ - আমদানিকৃত,30.00-55.00,30,55
14/6/1442,1/27/2021,84.75,ব্রাহ্মণবাড়িয়া সদর,পেঁয়াজ - আমদানিকৃত,25.00-40.00,25,40
14/6/1442,1/27/2021,84.75,চাঁদপুর সদর,পেঁয়াজ - আমদানিকৃত,20.00-22.00,20,22
14/6/1442,1/27/2021,84.75,কক্সবাজার সদর,পেঁয়াজ - আমদানিকৃত,24.00-25.00,24,25
14/6/1442,1/27/2021,84.75,লক্ষ্মীপুর সদর,পেঁয়াজ - আমদানিকৃত,54.00-55.00,54,55
14/6/1442,1/27/2021,84.75,রাঙ্গামাটি সদর,পেঁয়াজ - আমদানিকৃত,16.00-18.00,16,18
14/6/1442,1/27/2021,84.75,হবিগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,30.00-35.00,30,35
14/6/1442,1/27/2021,84.75,সুনামগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,20.00-32.00,20,32
7/6/1442,1/20/2021,84.84,ময়মনসিংহ সদর,পেঁয়াজ (নতুন),26.00-28.00,26,28
7/6/1442,1/20/2021,84.84,নরসিংদী সদর,পেঁয়াজ (নতুন),30.00-35.00,30,35
7/6/1442,1/20/2021,84.84,মানিকগঞ্জ সদর,পেঁয়াজ (নতুন),32.00-35.00,32,35
7/6/1442,1/20/2021,84.84,মুনশিগঞ্জ সদর,পেঁয়াজ (নতুন),28.00-30.00,28,30
7/6/1442,1/20/2021,84.84,মাদারিপুর সদর,পেঁয়াজ (নতুন),28.00-30.00,28,30
7/6/1442,1/20/2021,84.84,রাজবাড়ী সদর,পেঁয়াজ (নতুন),30.00-35.00,30,35
7/6/1442,1/20/2021,84.84,বাগেরহাট সদর,পেঁয়াজ (নতুন),30.00-35.00,30,35
7/6/1442,1/20/2021,84.84,যশোর সদর,পেঁয়াজ (নতুন),25.00-30.00,25,30
7/6/1442,1/20/2021,84.84,কুষ্টিয়া সদর,পেঁয়াজ (নতুন),30.00-35.00,30,35
7/6/1442,1/20/2021,84.84,নড়াইল সদর,পেঁয়াজ (নতুন),28.00-30.00,28,30
7/6/1442,1/20/2021,84.84,সাতক্ষিরা সদর,পেঁয়াজ (নতুন),30.00-32.00,30,32
7/6/1442,1/20/2021,84.84,জয়পুরহাট সদর,পেঁয়াজ (নতুন),35.00-38.00,35,38
7/6/1442,1/20/2021,84.84,নাটোর সদর,পেঁয়াজ (নতুন),30.00-32.00,30,32
7/6/1442,1/20/2021,84.84,নবাবগঞ্জ সদর,পেঁয়াজ (নতুন),30.00-32.00,30,32
7/6/1442,1/20/2021,84.84,বরগুনা সদর,পেঁয়াজ (নতুন),32.00-34.00,32,34
7/6/1442,1/20/2021,84.84,ভোলা সদর,পেঁয়াজ (নতুন),28.00-30.00,28,30
7/6/1442,1/20/2021,84.84,ঝালকাঠি সদর,পেঁয়াজ (নতুন),32.00-34.00,32,34
7/6/1442,1/20/2021,84.84,ব্রাহ্মণবাড়িয়া সদর,পেঁয়াজ (নতুন),30.00-35.00,30,35
7/6/1442,1/20/2021,84.84,কক্সবাজার সদর,পেঁয়াজ (নতুন),25.00-30.00,25,30
7/6/1442,1/20/2021,84.84,নোয়াখালি সদর,পেঁয়াজ (নতুন),28.00-35.00,28,35
7/6/1442,1/20/2021,84.84,হবিগঞ্জ সদর,পেঁয়াজ (নতুন),28.00-30.00,28,30
7/6/1442,1/20/2021,84.84,ঢাকা সদর,পেঁয়াজ - দেশী,28.00-30.00,28,30
7/6/1442,1/20/2021,84.84,শেরপুর সদর,পেঁয়াজ - দেশী,32.00-36.00,32,36
7/6/1442,1/20/2021,84.84,জামালপুর সদর,পেঁয়াজ - দেশী,28.00-30.00,28,30
7/6/1442,1/20/2021,84.84,কিশোরগঞ্জ সদর,পেঁয়াজ - দেশী,30.00-34.00,30,34
7/6/1442,1/20/2021,84.84,ফরিদপুর সদর,পেঁয়াজ - দেশী,35.00-36.00,35,36
7/6/1442,1/20/2021,84.84,শরিয়তপুর সদর,পেঁয়াজ - দেশী,35.00-36.00,35,36
7/6/1442,1/20/2021,84.84,গোপালগঞ্জ সদর,পেঁয়াজ - দেশী,30.00-40.00,30,40
7/6/1442,1/20/2021,84.84,নারায়ণগঞ্জ সদর,পেঁয়াজ - দেশী,30.00-32.00,30,32
7/6/1442,1/20/2021,84.84,চুয়াডাঙ্গা সদর,পেঁয়াজ - দেশী,34.00-35.00,34,35
7/6/1442,1/20/2021,84.84,ঝিনাইদহ সদর,পেঁয়াজ - দেশী,30.00-35.00,30,35
7/6/1442,1/20/2021,84.84,খুলনা সদর,পেঁয়াজ - দেশী,30.00-35.00,30,35
7/6/1442,1/20/2021,84.84,মাগুরা সদর,পেঁয়াজ - দেশী,34.00-36.00,34,36
7/6/1442,1/20/2021,84.84,মেহেরপুর সদর,পেঁয়াজ - দেশী,34.00-38.00,34,38
7/6/1442,1/20/2021,84.84,বগুড়া সদর,পেঁয়াজ - দেশী,25.00-30.00,25,30
7/6/1442,1/20/2021,84.84,দিনাজপুর সদর,পেঁয়াজ - দেশী,28.00-32.00,28,32
7/6/1442,1/20/2021,84.84,গাইবান্ধা সদর,পেঁয়াজ - দেশী,25.00-30.00,25,30
7/6/1442,1/20/2021,84.84,জয়পুরহাট সদর,পেঁয়াজ - দেশী,35.00-38.00,35,38
7/6/1442,1/20/2021,84.84,কুড়িগ্রাম সদর,পেঁয়াজ - দেশী,30.00-35.00,30,35
7/6/1442,1/20/2021,84.84,লালমনিরহাট সদর,পেঁয়াজ - দেশী,35.00-40.00,35,40
7/6/1442,1/20/2021,84.84,নওগাঁ সদর,পেঁয়াজ - দেশী,25.00-30.00,25,30
7/6/1442,1/20/2021,84.84,নীলফামারী সদর,পেঁয়াজ - দেশী,38.00-40.00,38,40
7/6/1442,1/20/2021,84.84,পাবনা সদর,পেঁয়াজ - দেশী,35.00-40.00,35,40
7/6/1442,1/20/2021,84.84,পঞ্চগ্রাম সদর,পেঁয়াজ - দেশী,38.00-40.00,38,40
7/6/1442,1/20/2021,84.84,রাজশাহী সদর,পেঁয়াজ - দেশী,38.00-40.00,38,40
7/6/1442,1/20/2021,84.84,রংপুর মিউনিসিপ্যালিটি মার্কেট,পেঁয়াজ - দেশী,32.00-41.00,32,41
7/6/1442,1/20/2021,84.84,সিরাজগঞ্জ সদর,পেঁয়াজ - দেশী,34.00-36.00,34,36
7/6/1442,1/20/2021,84.84,বরিশাল সদর,পেঁয়াজ - দেশী,30.00-36.00,30,36
7/6/1442,1/20/2021,84.84,পিরোজপুর সদর,পেঁয়াজ - দেশী,35.00-45.00,35,45
7/6/1442,1/20/2021,84.84,বান্দরবান সদর,পেঁয়াজ - দেশী,30.00-35.00,30,35
7/6/1442,1/20/2021,84.84,চাঁদপুর সদর,পেঁয়াজ - দেশী,34.00-35.00,34,35
7/6/1442,1/20/2021,84.84,কুমিল্লা সদর,পেঁয়াজ - দেশী,34.00-35.00,34,35
7/6/1442,1/20/2021,84.84,ফেনী সদর,পেঁয়াজ - দেশী,32.00-35.00,32,35
7/6/1442,1/20/2021,84.84,লক্ষ্মীপুর সদর,পেঁয়াজ - দেশী,28.00-30.00,28,30
7/6/1442,1/20/2021,84.84,রাঙ্গামাটি সদর,পেঁয়াজ - দেশী,48.00-50.00,48,50
7/6/1442,1/20/2021,84.84,মৌলভিবাজার সদর,পেঁয়াজ - দেশী,34.00-40.00,34,40
7/6/1442,1/20/2021,84.84,সুনামগঞ্জ সদর,পেঁয়াজ - দেশী,34.00-35.00,34,35
7/6/1442,1/20/2021,84.84,ঢাকা সদর,পেঁয়াজ - আমদানিকৃত,24.00-28.00,24,28
7/6/1442,1/20/2021,84.84,গাজীপুর সদর,পেঁয়াজ - আমদানিকৃত,30.00-40.00,30,40
7/6/1442,1/20/2021,84.84,শেরপুর সদর,পেঁয়াজ - আমদানিকৃত,24.00-28.00,24,28
7/6/1442,1/20/2021,84.84,ময়মনসিংহ সদর,পেঁয়াজ - আমদানিকৃত,18.00-20.00,18,20
7/6/1442,1/20/2021,84.84,নরসিংদী সদর,পেঁয়াজ - আমদানিকৃত,22.00-25.00,22,25
7/6/1442,1/20/2021,84.84,মানিকগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,22.00-36.00,22,36
7/6/1442,1/20/2021,84.84,জামালপুর সদর,পেঁয়াজ - আমদানিকৃত,18.00-24.00,18,24
7/6/1442,1/20/2021,84.84,নেত্রকোনা সদর,পেঁয়াজ - আমদানিকৃত,30.00-50.00,30,50
7/6/1442,1/20/2021,84.84,ফরিদপুর সদর,পেঁয়াজ - আমদানিকৃত,20.00-22.00,20,22
7/6/1442,1/20/2021,84.84,শরিয়তপুর সদর,পেঁয়াজ - আমদানিকৃত,28.00-2৯.00,28,2৯.00
7/6/1442,1/20/2021,84.84,গোপালগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,18.00-25.00,18,25
7/6/1442,1/20/2021,84.84,নারায়ণগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,24.00-25.00,24,25
7/6/1442,1/20/2021,84.84,চুয়াডাঙ্গা সদর,পেঁয়াজ - আমদানিকৃত,20.00-46.00,20,46
7/6/1442,1/20/2021,84.84,কুষ্টিয়া সদর,পেঁয়াজ - আমদানিকৃত,18.00-20.00,18,20
7/6/1442,1/20/2021,84.84,মাগুরা সদর,পেঁয়াজ - আমদানিকৃত,25.00-46.00,25,46
7/6/1442,1/20/2021,84.84,মেহেরপুর সদর,পেঁয়াজ - আমদানিকৃত,20.00-30.00,20,30
7/6/1442,1/20/2021,84.84,সাতক্ষিরা সদর,পেঁয়াজ - আমদানিকৃত,20.00-22.00,20,22
7/6/1442,1/20/2021,84.84,দিনাজপুর সদর,পেঁয়াজ - আমদানিকৃত,18.00-20.00,18,20
7/6/1442,1/20/2021,84.84,কুড়িগ্রাম সদর,পেঁয়াজ - আমদানিকৃত,25.00-30.00,25,30
7/6/1442,1/20/2021,84.84,লালমনিরহাট সদর,পেঁয়াজ - আমদানিকৃত,20.00-25.00,20,25
7/6/1442,1/20/2021,84.84,নওগাঁ সদর,পেঁয়াজ - আমদানিকৃত,18.00-20.00,18,20
7/6/1442,1/20/2021,84.84,নাটোর সদর,পেঁয়াজ - আমদানিকৃত,12.00-15.00,12,15
7/6/1442,1/20/2021,84.84,নীলফামারী সদর,পেঁয়াজ - আমদানিকৃত,25.00-50.00,25,50
7/6/1442,1/20/2021,84.84,পাবনা সদর,পেঁয়াজ - আমদানিকৃত,20.00-25.00,20,25
7/6/1442,1/20/2021,84.84,পঞ্চগ্রাম সদর,পেঁয়াজ - আমদানিকৃত,45.00-46.00,45,46
7/6/1442,1/20/2021,84.84,রাজশাহী সদর,পেঁয়াজ - আমদানিকৃত,18.00-20.00,18,20
7/6/1442,1/20/2021,84.84,রংপুর মিউনিসিপ্যালিটি মার্কেট,পেঁয়াজ - আমদানিকৃত,18.00-22.00,18,22
7/6/1442,1/20/2021,84.84,সিরাজগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,20.00-25.00,20,25
7/6/1442,1/20/2021,84.84,ভোলা সদর,পেঁয়াজ - আমদানিকৃত,18.00-20.00,18,20
7/6/1442,1/20/2021,84.84,ঝালকাঠি সদর,পেঁয়াজ - আমদানিকৃত,24.00-25.00,24,25
7/6/1442,1/20/2021,84.84,পটুয়াখালি সদর,পেঁয়াজ - আমদানিকৃত,35.00-45.00,35,45
7/6/1442,1/20/2021,84.84,পিরোজপুর সদর,পেঁয়াজ - আমদানিকৃত,25.00-40.00,25,40
7/6/1442,1/20/2021,84.84,বান্দরবান সদর,পেঁয়াজ - আমদানিকৃত,24.00-25.00,24,25
7/6/1442,1/20/2021,84.84,চট্টগ্রাম সদর,পেঁয়াজ - আমদানিকৃত,28.00-50.00,28,50
7/6/1442,1/20/2021,84.84,কুমিল্লা সদর,পেঁয়াজ - আমদানিকৃত,28.00-30.00,28,30
7/6/1442,1/20/2021,84.84,খাগড়াছড়ি সদর,পেঁয়াজ - আমদানিকৃত,35.00-45.00,35,45
7/6/1442,1/20/2021,84.84,নোয়াখালি সদর,পেঁয়াজ - আমদানিকৃত,18.00-32.00,18,32
7/6/1442,1/20/2021,84.84,রাঙ্গামাটি সদর,পেঁয়াজ - আমদানিকৃত,30.00-35.00,30,35
7/6/1442,1/20/2021,84.84,মৌলভিবাজার সদর,পেঁয়াজ - আমদানিকৃত,26.00-40.00,26,40
29/5/1442,1/13/2021,84.78,ময়মনসিংহ সদর,পেঁয়াজ (নতুন),34.00-35.00,34,35
29/5/1442,1/13/2021,84.78,নরসিংদী সদর,পেঁয়াজ (নতুন),30.00-35.00,30,35
29/5/1442,1/13/2021,84.78,মানিকগঞ্জ সদর,পেঁয়াজ (নতুন),32.00-35.00,32,35
29/5/1442,1/13/2021,84.78,মুনশিগঞ্জ সদর,পেঁয়াজ (নতুন),32.00-34.00,32,34
29/5/1442,1/13/2021,84.78,মাদারিপুর সদর,পেঁয়াজ (নতুন),30.00-32.00,30,32
29/5/1442,1/13/2021,84.78,রাজবাড়ী সদর,পেঁয়াজ (নতুন),30.00-35.00,30,35
29/5/1442,1/13/2021,84.78,বাগেরহাট সদর,পেঁয়াজ (নতুন),30.00-40.00,30,40
29/5/1442,1/13/2021,84.78,যশোর সদর,পেঁয়াজ (নতুন),25.00-30.00,25,30
29/5/1442,1/13/2021,84.78,কুষ্টিয়া সদর,পেঁয়াজ (নতুন),35.00-40.00,35,40
29/5/1442,1/13/2021,84.78,সাতক্ষিরা সদর,পেঁয়াজ (নতুন),28.00-30.00,28,30
29/5/1442,1/13/2021,84.78,বগুড়া সদর,পেঁয়াজ (নতুন),34.00-35.00,34,35
29/5/1442,1/13/2021,84.78,কুড়িগ্রাম সদর,পেঁয়াজ (নতুন),35.00-38.00,35,38
29/5/1442,1/13/2021,84.78,নওগাঁ সদর,পেঁয়াজ (নতুন),30.00-32.00,30,32
29/5/1442,1/13/2021,84.78,নীলফামারী সদর,পেঁয়াজ (নতুন),30.00-35.00,30,35
29/5/1442,1/13/2021,84.78,পাবনা সদর,পেঁয়াজ (নতুন),30.00-32.00,30,32
29/5/1442,1/13/2021,84.78,ভোলা সদর,পেঁয়াজ (নতুন),35.00-40.00,35,40
29/5/1442,1/13/2021,84.78,পটুয়াখালি সদর,পেঁয়াজ (নতুন),32.00-34.00,32,34
29/5/1442,1/13/2021,84.78,পিরোজপুর সদর,পেঁয়াজ (নতুন),34.00-35.00,34,35
29/5/1442,1/13/2021,84.78,চট্টগ্রাম সদর,পেঁয়াজ (নতুন),30.00-35.00,30,35
29/5/1442,1/13/2021,84.78,ফেনী সদর,পেঁয়াজ (নতুন),32.00-35.00,32,35
29/5/1442,1/13/2021,84.78,রাঙ্গামাটি সদর,পেঁয়াজ (নতুন),32.00-35.00,32,35
29/5/1442,1/13/2021,84.78,মৌলভিবাজার সদর,পেঁয়াজ (নতুন),30.00-35.00,30,35
29/5/1442,1/13/2021,84.78,ঢাকা সদর,পেঁয়াজ - দেশী,32.00-36.00,32,36
29/5/1442,1/13/2021,84.78,শেরপুর সদর,পেঁয়াজ - দেশী,36.00-40.00,36,40
29/5/1442,1/13/2021,84.78,জামালপুর সদর,পেঁয়াজ - দেশী,30.00-32.00,30,32
29/5/1442,1/13/2021,84.78,কিশোরগঞ্জ সদর,পেঁয়াজ - দেশী,35.00-40.00,35,40
29/5/1442,1/13/2021,84.78,ফরিদপুর সদর,পেঁয়াজ - দেশী,38.00-40.00,38,40
29/5/1442,1/13/2021,84.78,শরিয়তপুর সদর,পেঁয়াজ - দেশী,40.00-42.00,40,42
29/5/1442,1/13/2021,84.78,গোপালগঞ্জ সদর,পেঁয়াজ - দেশী,35.00-40.00,35,40
29/5/1442,1/13/2021,84.78,নারায়ণগঞ্জ সদর,পেঁয়াজ - দেশী,34.00-35.00,34,35
29/5/1442,1/13/2021,84.78,চুয়াডাঙ্গা সদর,পেঁয়াজ - দেশী,32.00-33.00,32,33
29/5/1442,1/13/2021,84.78,ঝিনাইদহ সদর,পেঁয়াজ - দেশী,33.00-35.00,33,35
29/5/1442,1/13/2021,84.78,খুলনা সদর,পেঁয়াজ - দেশী,30.00-35.00,30,35
29/5/1442,1/13/2021,84.78,মাগুরা সদর,পেঁয়াজ - দেশী,38.00-40.00,38,40
29/5/1442,1/13/2021,84.78,মেহেরপুর সদর,পেঁয়াজ - দেশী,44.00-48.00,44,48
29/5/1442,1/13/2021,84.78,নড়াইল সদর,পেঁয়াজ - দেশী,38.00-42.00,38,42
29/5/1442,1/13/2021,84.78,দিনাজপুর সদর,পেঁয়াজ - দেশী,25.00-30.00,25,30
29/5/1442,1/13/2021,84.78,গাইবান্ধা সদর,পেঁয়াজ - দেশী,33.00-35.00,33,35
29/5/1442,1/13/2021,84.78,জয়পুরহাট সদর,পেঁয়াজ - দেশী,25.00-30.00,25,30
29/5/1442,1/13/2021,84.78,কুড়িগ্রাম সদর,পেঁয়াজ - দেশী,38.00-40.00,38,40
29/5/1442,1/13/2021,84.78,লালমনিরহাট সদর,পেঁয়াজ - দেশী,35.00-40.00,35,40
29/5/1442,1/13/2021,84.78,নাটোর সদর,পেঁয়াজ - দেশী,35.00-40.00,35,40
29/5/1442,1/13/2021,84.78,নবাবগঞ্জ সদর,পেঁয়াজ - দেশী,30.00-35.00,30,35
29/5/1442,1/13/2021,84.78,পঞ্চগ্রাম সদর,পেঁয়াজ - দেশী,40.00-42.00,40,42
29/5/1442,1/13/2021,84.78,রাজশাহী সদর,পেঁয়াজ - দেশী,38.00-40.00,38,40
29/5/1442,1/13/2021,84.78,রংপুর মিউনিসিপ্যালিটি মার্কেট,পেঁয়াজ - দেশী,40.00-42.00,40,42
29/5/1442,1/13/2021,84.78,সিরাজগঞ্জ সদর,পেঁয়াজ - দেশী,38.00-40.00,38,40
29/5/1442,1/13/2021,84.78,বরগুনা সদর,পেঁয়াজ - দেশী,20.00-45.00,20,45
29/5/1442,1/13/2021,84.78,বরিশাল সদর,পেঁয়াজ - দেশী,38.00-40.00,38,40
29/5/1442,1/13/2021,84.78,ঝালকাঠি সদর,পেঁয়াজ - দেশী,35.00-38.00,35,38
29/5/1442,1/13/2021,84.78,ব্রাহ্মণবাড়িয়া সদর,পেঁয়াজ - দেশী,40.00-45.00,40,45
29/5/1442,1/13/2021,84.78,চাঁদপুর সদর,পেঁয়াজ - দেশী,35.00-40.00,35,40
29/5/1442,1/13/2021,84.78,কুমিল্লা সদর,পেঁয়াজ - দেশী,35.00-40.00,35,40
29/5/1442,1/13/2021,84.78,কক্সবাজার সদর,পেঁয়াজ - দেশী,34.00-35.00,34,35
29/5/1442,1/13/2021,84.78,খাগড়াছড়ি সদর,পেঁয়াজ - দেশী,38.00-40.00,38,40
29/5/1442,1/13/2021,84.78,নোয়াখালি সদর,পেঁয়াজ - দেশী,36.00-40.00,36,40
29/5/1442,1/13/2021,84.78,হবিগঞ্জ সদর,পেঁয়াজ - দেশী,48.00-50.00,48,50
29/5/1442,1/13/2021,84.78,সুনামগঞ্জ সদর,পেঁয়াজ - দেশী,35.00-45.00,35,45
29/5/1442,1/13/2021,84.78,সিলেট সদর,পেঁয়াজ - দেশী,34.00-35.00,34,35
29/5/1442,1/13/2021,84.78,ঢাকা সদর,পেঁয়াজ - আমদানিকৃত,24.00-28.00,24,28
29/5/1442,1/13/2021,84.78,গাজীপুর সদর,পেঁয়াজ - আমদানিকৃত,45.00-75.00,45,75
29/5/1442,1/13/2021,84.78,শেরপুর সদর,পেঁয়াজ - আমদানিকৃত,24.00-26.00,24,26
29/5/1442,1/13/2021,84.78,ময়মনসিংহ সদর,পেঁয়াজ - আমদানিকৃত,18.00-20.00,18,20
29/5/1442,1/13/2021,84.78,নরসিংদী সদর,পেঁয়াজ - আমদানিকৃত,22.00-25.00,22,25
29/5/1442,1/13/2021,84.78,মানিকগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,22.00-35.00,22,35
29/5/1442,1/13/2021,84.78,জামালপুর সদর,পেঁয়াজ - আমদানিকৃত,22.00-27.00,22,27
29/5/1442,1/13/2021,84.78,নেত্রকোনা সদর,পেঁয়াজ - আমদানিকৃত,35.00-50.00,35,50
29/5/1442,1/13/2021,84.78,ফরিদপুর সদর,পেঁয়াজ - আমদানিকৃত,23.00-24.00,23,24
29/5/1442,1/13/2021,84.78,শরিয়তপুর সদর,পেঁয়াজ - আমদানিকৃত,28.00-2৯.00,28,2৯.00
29/5/1442,1/13/2021,84.78,গোপালগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,20.00-25.00,20,25
29/5/1442,1/13/2021,84.78,নারায়ণগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,27.00-28.00,27,28
29/5/1442,1/13/2021,84.78,চুয়াডাঙ্গা সদর,পেঁয়াজ - আমদানিকৃত,20.00-42.00,20,42
29/5/1442,1/13/2021,84.78,কুষ্টিয়া সদর,পেঁয়াজ - আমদানিকৃত,20.00-25.00,20,25
29/5/1442,1/13/2021,84.78,মাগুরা সদর,পেঁয়াজ - আমদানিকৃত,25.00-50.00,25,50
29/5/1442,1/13/2021,84.78,মেহেরপুর সদর,পেঁয়াজ - আমদানিকৃত,34.00-36.00,34,36
29/5/1442,1/13/2021,84.78,নড়াইল সদর,পেঁয়াজ - আমদানিকৃত,24.00-30.00,24,30
29/5/1442,1/13/2021,84.78,বগুড়া সদর,পেঁয়াজ - আমদানিকৃত,22.00-24.00,22,24
29/5/1442,1/13/2021,84.78,লালমনিরহাট সদর,পেঁয়াজ - আমদানিকৃত,30.00-35.00,30,35
29/5/1442,1/13/2021,84.78,নাটোর সদর,পেঁয়াজ - আমদানিকৃত,20.00-25.00,20,25
29/5/1442,1/13/2021,84.78,নবাবগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,20.00-25.00,20,25
29/5/1442,1/13/2021,84.78,নীলফামারী সদর,পেঁয়াজ - আমদানিকৃত,15.00-16.00,15,16
29/5/1442,1/13/2021,84.78,পঞ্চগ্রাম সদর,পেঁয়াজ - আমদানিকৃত,30.00-55.00,30,55
29/5/1442,1/13/2021,84.78,রাজশাহী সদর,পেঁয়াজ - আমদানিকৃত,20.00-25.00,20,25
29/5/1442,1/13/2021,84.78,রংপুর মিউনিসিপ্যালিটি মার্কেট,পেঁয়াজ - আমদানিকৃত,50.00-52.00,50,52
29/5/1442,1/13/2021,84.78,সিরাজগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,18.00-20.00,18,20
29/5/1442,1/13/2021,84.78,বরগুনা সদর,পেঁয়াজ - আমদানিকৃত,21.00-24.00,21,24
29/5/1442,1/13/2021,84.78,বরিশাল সদর,পেঁয়াজ - আমদানিকৃত,25.00-30.00,25,30
29/5/1442,1/13/2021,84.78,পটুয়াখালি সদর,পেঁয়াজ - আমদানিকৃত,20.00-21.00,20,21
29/5/1442,1/13/2021,84.78,পিরোজপুর সদর,পেঁয়াজ - আমদানিকৃত,24.00-25.00,24,25
29/5/1442,1/13/2021,84.78,বান্দরবান সদর,পেঁয়াজ - আমদানিকৃত,35.00-55.00,35,55
29/5/1442,1/13/2021,84.78,ব্রাহ্মণবাড়িয়া সদর,পেঁয়াজ - আমদানিকৃত,25.00-40.00,25,40
29/5/1442,1/13/2021,84.78,চাঁদপুর সদর,পেঁয়াজ - আমদানিকৃত,25.00-30.00,25,30
29/5/1442,1/13/2021,84.78,কক্সবাজার সদর,পেঁয়াজ - আমদানিকৃত,28.00-30.00,28,30
29/5/1442,1/13/2021,84.78,লক্ষ্মীপুর সদর,পেঁয়াজ - আমদানিকৃত,30.00-50.00,30,50
29/5/1442,1/13/2021,84.78,রাঙ্গামাটি সদর,পেঁয়াজ - আমদানিকৃত,20.00-35.00,20,35
29/5/1442,1/13/2021,84.78,হবিগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,30.00-35.00,30,35
29/5/1442,1/13/2021,84.78,সুনামগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,28.00-40.00,28,40
22/5/1442,1/6/2021,84.82,ময়মনসিংহ সদর,পেঁয়াজ (নতুন),35.00-36.00,35,36
22/5/1442,1/6/2021,84.82,নরসিংদী সদর,পেঁয়াজ (নতুন),38.00-40.00,38,40
22/5/1442,1/6/2021,84.82,মানিকগঞ্জ সদর,পেঁয়াজ (নতুন),32.00-35.00,32,35
22/5/1442,1/6/2021,84.82,মুনশিগঞ্জ সদর,পেঁয়াজ (নতুন),34.00-35.00,34,35
22/5/1442,1/6/2021,84.82,নেত্রকোনা সদর,পেঁয়াজ (নতুন),35.00-40.00,35,40
22/5/1442,1/6/2021,84.82,শরিয়তপুর সদর,পেঁয়াজ (নতুন),35.00-36.00,35,36
22/5/1442,1/6/2021,84.82,গোপালগঞ্জ সদর,পেঁয়াজ (নতুন),30.00-35.00,30,35
22/5/1442,1/6/2021,84.82,যশোর সদর,পেঁয়াজ (নতুন),25.00-30.00,25,30
22/5/1442,1/6/2021,84.82,কুষ্টিয়া সদর,পেঁয়াজ (নতুন),38.00-40.00,38,40
22/5/1442,1/6/2021,84.82,সাতক্ষিরা সদর,পেঁয়াজ (নতুন),30.00-35.00,30,35
22/5/1442,1/6/2021,84.82,বগুড়া সদর,পেঁয়াজ (নতুন),35.00-38.00,35,38
22/5/1442,1/6/2021,84.82,কুড়িগ্রাম সদর,পেঁয়াজ (নতুন),38.00-40.00,38,40
22/5/1442,1/6/2021,84.82,নওগাঁ সদর,পেঁয়াজ (নতুন),35.00-40.00,35,40
22/5/1442,1/6/2021,84.82,নীলফামারী সদর,পেঁয়াজ (নতুন),30.00-35.00,30,35
22/5/1442,1/6/2021,84.82,পাবনা সদর,পেঁয়াজ (নতুন),30.00-34.00,30,34
22/5/1442,1/6/2021,84.82,ভোলা সদর,পেঁয়াজ (নতুন),38.00-40.00,38,40
22/5/1442,1/6/2021,84.82,পটুয়াখালি সদর,পেঁয়াজ (নতুন),30.00-32.00,30,32
22/5/1442,1/6/2021,84.82,পিরোজপুর সদর,পেঁয়াজ (নতুন),35.00-36.00,35,36
22/5/1442,1/6/2021,84.82,চট্টগ্রাম সদর,পেঁয়াজ (নতুন),30.00-35.00,30,35
22/5/1442,1/6/2021,84.82,নোয়াখালি সদর,পেঁয়াজ (নতুন),34.00-35.00,34,35
22/5/1442,1/6/2021,84.82,হবিগঞ্জ সদর,পেঁয়াজ (নতুন),30.00-35.00,30,35
22/5/1442,1/6/2021,84.82,ঢাকা সদর,পেঁয়াজ - দেশী,35.00-36.00,35,36
